iata,name,city,country_code
KSH,Shahid Ashrafi Esfahani Airport,Kermanshah,IR
KHK,Khark Airport,Khark,IR
PGU,Persian Gulf International Airport,Khiyaroo,IR
KIH,Kish International Airport,Kish Island,IR
ZBR,Chabahar Konarak International Airport,Konarak,IR
LFM,Lamerd Airport,Lamerd,IR
LRR,Lar Airport,Lar,IR
MRX,Mahshahr Airport,Mahshahr,IR
MHD,Mashhad International Airport,Mashhad,IR
NSH,Nowshahr Airport,Nowshahr,IR
PFQ,Parsabad-Moghan Airport,Parsabad,IR
GSM,Qeshm International Airport,Qeshm(Dayrestan),IR
RJN,Rafsanjan Airport,Rafsanjan,IR
RZR,Ramsar Airport,Ramsar,IR
RAS,Sardar-e-Jangal Airport,Rasht,IR
AFZ,Sabzevar National Airport,Sabzevar,IR
SRY,Sari Dasht-e Naz International Airport,Sari,IR
SNX,Semnan Municipal Airport,Semnan,IR
SYZ,Shiraz Shahid Dastghaib International Airport,Shiraz,IR
TBZ,Tabriz International Airport,Tabriz,IR
IKA,Imam Khomeini International Airport,Tehran,IR
THR,Mehrabad International Airport,Tehran,IR
OMH,Urmia Airport,Urmia,IR
AZD,Shahid Sadooghi Airport,Yazd,IR
ZAH,Zahedan International Airport,Zahedan,IR
KHD,Khoram Abad Airport,nan,IR
SDG,Sanandaj Airport,nan,IR
AEY,Akureyri International Airport,Akureyri,IS
EGS,Egilsstaðir Airport,Egilsstaðir,IS
GRY,Grímsey Airport,Grímsey/Sandvík,IS
HFN,Hornafjörður Airport,Höfn,IS
KEF,Keflavik International Airport,Reykjavík,IS
RKV,Reykjavík Domestic Airport,Reykjavík,IS
VPN,Vopnafjörður Airport,Vopnafjörður,IS
IFJ,Ísafjörður Airport,Ísafjörður,IS
THO,Þórshöfn Airport,Þórshöfn,IS
AHO,Alghero-Fertilia Airport,Alghero,IT
BRI,Bari Karol Wojtyła International Airport,Bari,IT
BLQ,Bologna Guglielmo Marconi Airport,Bologna,IT
BZO,Bolzano Airport,Bolzano (BZ),IT
BDS,Brindisi Airport,Brindisi,IT
CAG,Cagliari Elmas Airport,Cagliari,IT
EBA,Marina di Campo Airport,Campo nell'Elba (LI),IT
VRN,Verona Villafranca Valerio Catullo Airport,Caselle (VR),IT
TRN,Turin Airport,Caselle Torinese (TO),IT
CTA,Catania-Fontanarossa Airport,Catania,IT
CIY,Comiso Airport,Comiso,IT
AOI,Marche Airport,Falconara Marittima (AN),IT
MXP,Milan Malpensa International Airport,Ferno (VA),IT
FLR,"Florence Airport, Peretola",Firenze (FI),IT
FOG,Foggia Gino Lisa Airport,Foggia (FG),IT
FRL,Forlì-Luigi Ridolfi International Airport,Forlì (FC),IT
GOA,Genoa Cristoforo Colombo Airport,Genova (GE),IT
CRV,Crotone Sant'Anna Pythagoras Airport,Isola di Capo Rizzuto (KR),IT
SUF,Lamezia Terme Sant'Eufemia International Airport,Lamezia Terme (CZ),IT
LMP,Lampedusa Airport,Lampedusa,IT
CUF,Cuneo International Airport,Levaldigi (CN),IT
VBS,Brescia Gabriele d'Annunzio Airport,Montichiari (BS),IT
NAP,Naples International Airport,Napoli,IT
OLB,Olbia Costa Smeralda Airport,Olbia (SS),IT
BGY,Il Caravaggio International Airport,Orio al Serio (BG),IT
PMO,Falcone–Borsellino Airport,Palermo,IT
PNL,Pantelleria Airport,Pantelleria (TP),IT
PMF,Parma Airport,Parma (PR),IT
PEG,Perugia San Francesco d'Assisi – Umbria International Airport,Perugia (PG),IT
PSR,Abruzzo Airport,Pescara,IT
PSA,Pisa International Airport,Pisa (PI),IT
REG,Reggio Calabria Airport,Reggio Calabria,IT
RMI,Federico Fellini International Airport,Rimini (RN),IT
CIA,Ciampino–G. B. Pastine International Airport,Rome,IT
FCO,Rome–Fiumicino Leonardo da Vinci International Airport,Rome,IT
TRS,Trieste Airport,Ronchi dei Legionari/Trieste,IT
QSR,Salerno Costa d'Amalfi Airport,Salerno,IT
LIN,Milano Linate Airport,Segrate (MI),IT
TPS,Vincenzo Florio Airport Trapani-Birgi,Trapani (TP),IT
TQR,San Domino Island Heliport,Tremiti Islands,IT
TSF,Treviso Airport,Treviso (TV),IT
VCE,Venice Marco Polo Airport,Venezia (VE),IT
JER,Jersey Airport,St. Peter,JE
OCJ,Ian Fleming International Airport,Boscobel,JM
KIN,Norman Manley International Airport,Kingston,JM
MBJ,Sangster International Airport,Montego Bay,JM
KTP,Tinson Pen Airport,Tinson Pen,JM
ADJ,Marka International (Amman Civil) Airport,Amman,JO
AMM,Queen Alia International Airport,Amman,JO
AQJ,King Hussein International Airport,Aqaba,JO
